문장,대분류,중분류,소분류
염려가,부정,,
염려가 되어,부정,,
염려가 없이,긍정,,
염모,긍정,,
염모하다,긍정,,
염증,부정,,
염증이 생겨,부정,,
염증이 생기는,부정,,
염치 없이,부정,,
염치가 없다,부정,,
염치가 없어,부정,,
염치없이,부정,,
염치없이 굴다,부정,,
염치없이 슬그머니,부정,,
염치없이 태연하게,부정,,
염탐을 잘못함,부정,,
엿보거나,부정,,
영감을 얻다,긍정,,
영광,긍정,,
영광스럽고,긍정,,
영광스럽고 훌륭하게,긍정,,
영광스럽고 훌륭하다,긍정,,
영광스럽다,긍정,,
영롱하다,긍정,,
영리하게,긍정,,
영리하고,긍정,,
영리하고 지혜롭다,긍정,,
영리하다,긍정,,
영리한,긍정,,
영리해서,긍정,,
영악한,부정,,
영악한 데가,부정,,
영양 부족이나,부정,,
영양 실조,부정,,
영양가 높은,긍정,,
영양가가 높은,긍정,,
영양분이 풍부한,긍정,,
영양실조로,부정,,
영양을 보충하다,긍정,,
영양이 적고,부정,,
영영 끊어지다,부정,,
영영 끊어짐,부정,,
영예,긍정,,
영예로운,긍정,,
영웅,긍정,,
영정,부정,,
영특하고,긍정,,
옆구리가 켕기고,부정,,
예리하지 못하다,부정,,
예민하거나,부정,,
예민하거나 섬약하여,부정,,
예방,긍정,,
예방하다,긍정,,
예뻐지다,긍정,,
예쁘게,긍정,,
예쁘게 벌리고,긍정,,
예쁘게 벌리며,긍정,,
예쁘고,긍정,,
예쁘고 곱거나,긍정,,
예쁘다,긍정,,
예쁘다를,긍정,,
예쁘다를 예스럽게,긍정,,
예쁜,긍정,,
예쁜 데가,긍정,,
예사롭게,중립,,
예술적,긍정,,
예술적인,긍정,,
예술적인 아름다움이나,긍정,,
예스러운,긍정,,
예스러운 표현으로,긍정,,
예의,긍정,,
예의 바르다,긍정,,
예의 바른,긍정,,
예의를,긍정,,
예의를 갖추기,긍정,,
예의를 갖추어,긍정,,
예의를 차리다,긍정,,
예의범절에 어긋나게,부정,,
예의범절에 어긋나는,부정,,
예의에 벗어나다,부정,,
예의와,긍정,,
예의와 도리,긍정,,
예절을 모르는,부정,,
예절을 지키는,긍정,,
오그라들다,부정,,
오는 위기적,부정,,
오답,부정,,
오도,부정,,
오도되다,부정,,
오도하다,부정,,
오래 앓다,부정,,
오래되거나,부정,,
오랜 병으로,부정,,
오르지 못하던,부정,,
오붓하게,긍정,,
오붓하게 오순도순,긍정,,
오순도순,긍정,,
오스스 소름이,부정,,
오슬오슬하다,부정,,
오싹,부정,,
오싹거리다,부정,,
오싹대다,부정,,
오싹오싹하다,부정,,
오싹하다,부정,,
오염,부정,,
오염되다,부정,,
오염된,부정,,
오염된 식품을,부정,,
오용,부정,,
오용하다,부정,,
오점,중립,,
오크,부정,,
오한,부정,,
오한과,부정,,
오한이,부정,,
오한이 난다,부정,,
오한이 생기거나,부정,,
오해,부정,,
오해의 소지가 있는,부정,,
오해하다,부정,,
옥신각신하며,부정,,
옥신각신하며 다투는,부정,,
옥신각신하며 다투다,부정,,
옥처럼 아름다운,긍정,,
온 정성을,긍정,,
온 힘을,긍정,,
온갖 요망한,부정,,
온갖 정성을,긍정,,
온갖 험한,부정,,
온당치 않고,부정,,
온당하지 아니하게,부정,,
온당하지 않게,부정,,
온도가 알맞게,긍정,,
온몸이 노곤하여,부정,,
온몸이 붓고,부정,,
온순하게,긍정,,
온순하다,긍정,,
온순하지 못하고,부정,,
온순하지 못하여,부정,,
온순한,긍정,,
온순한 마음,긍정,,
온순한 마음으로,긍정,,
온순한 태도로,긍정,,
온전하게,긍정,,
온전하다,긍정,,
온전한,긍정,,
온전한 상태로,긍정,,
온통 소란해지거나,부정,,
온하다,긍정,,
온화하게,긍정,,
온화하게 웃다,긍정,,
온화하고,긍정,,
온화하고 공손하게,긍정,,
온화하고 기품이,긍정,,
온화하고 부드러우며,긍정,,
온화하다,긍정,,
온화한,긍정,,
온화한 기색이나,긍정,,
온환하게,긍정,,
올곧지 아니하여,부정,,
올바로,긍정,,
올바로 볼,긍정,,
올바르게,긍정,,
올바르게 이어받은,긍정,,
올바르게 있어,긍정,,
올바르고,긍정,,
올바르고 착하여,긍정,,
올바르다,긍정,,
올바르지 못하고,부정,,
올바르지 않거나,부정,,
올바른,긍정,,
올바른 격식이나,긍정,,
올바른 길,긍정,,
올바른 깨달음,긍정,,
올바른 데가,긍정,,
올바른 도리,긍정,,
올바른 도리에,긍정,,
올바른 이치에,긍정,,
올바른 지혜로,긍정,,
올바른 품성을,긍정,,
올바름,긍정,,
올ㅋ,긍정,,
옭아 묶다,부정,,
옭아 묶음,부정,,
옮아,부정,,
옳거나,긍정,,
옳거나 좋다고,긍정,,
옳게,긍정,,
옳고,긍정,,
옳고 바르다,긍정,,
옳고 정당하게,긍정,,
옳다,긍정,,
옳은,긍정,,
옳은 말로,긍정,,
옳은 일,긍정,,
옳지 못하게,부정,,
옳지 못한,부정,,
옳지 못함을,부정,,
옳지 아니하다고,부정,,
옳지 않다,부정,,
옳지 않은,부정,,
옹골차고,긍정,,
옹골차고 야무지다,긍정,,
옹골차다,긍정,,
옹골차지 못하고,부정,,
옹졸하고,부정,,
옹졸하다,부정,,
옹졸한,부정,,
옹졸한 데가,부정,,
옹졸한 모양,부정,,
와해하거나,부정,,
완벽하다,긍정,,
완벽한,긍정,,
완성,긍정,,
완성 단계에,긍정,,
완성된,긍정,,
완성품으로,긍정,,
완성하다,긍정,,
완성하지 못하다,부정,,
완소,긍정,,
완전무결한,긍정,,
완전무결한 일을,긍정,,
완전하게,긍정,,
완전하게 하다,긍정,,
완전하고,긍정,,
완전하고 원만하게,긍정,,
완전하다,긍정,,
완전하지 못하고,부정,,
완전하지 못하여,부정,,
완전한 조화를,긍정,,
완전한 지혜를,긍정,,
완전히 이기다,긍정,,
왕성하게,긍정,,
왕성하게 일어서다,긍정,,
왕성하게 젊다,긍정,,
왕성하다,긍정,,
왕성해지는,긍정,,
왕성해지는 기운,긍정,,
외로운,부정,,
외로운 감정,부정,,
외로운 베개라는,부정,,
외로운 베개와,부정,,
외로운 잠자리를,부정,,
외로워,부정,,
외로워 슬퍼지다,부정,,
외로워 슬프게,부정,,
외로워 슬프다,부정,,
외로워하다,부정,,
외로이,부정,,
외롭거나,부정,,
외롭거나 쓸쓸하게,부정,,
외롭다,부정,,
외설스러운,부정,,
요긴한,긍정,,
요란스러운,부정,,
요란스러운 모양,부정,,
요란스럽게,부정,,
요란스럽게 닦달하거나,부정,,
요란스럽게 떠드는,부정,,
요란스럽게 울리는,부정,,
요란스럽게 터지는,부정,,
요란하게,부정,,
요란하게 떠들고,부정,,
요란하게 울리는,부정,,
요란하고,부정,,
요란하고 사납던,부정,,
요란하다,부정,,
요란하지 않고,긍정,,
요량 없이 경솔하다,부정,,
요량 없이 경솔한,부정,,
요령이,긍정,,
요령이 있다,긍정,,
요리조리 빼면서,부정,,
요망스러운,부정,,
요망스러운 데가,부정,,
요망스러움,부정,,
요망스럽게,부정,,
요망한,부정,,
요망한 짓과,부정,,
요사스러운,부정,,
요사한,부정,,
요사한 술법으로,부정,,
요염하다,긍정,,
요염함,긍정,,
욕,부정,,
욕구가 충족되어,긍정,,
욕구가 충족되었을,긍정,,
욕되게,부정,,
욕되게 함,부정,,
욕되고,부정,,
욕되고 수치스러운,부정,,
욕망이 억눌리다,부정,,
욕설,부정,,
욕설을,부정,,
욕설을 하거나,부정,,
욕설을 하다,부정,,
욕설을 함,부정,,
욕심,부정,,
욕심 따위가,부정,,
욕심껏,부정,,
욕심껏 먹어,부정,,
욕심껏 탐내어,부정,,
욕심꾸러기,부정,,
욕심부리다,부정,,
욕심스럽다,부정,,
욕심에 사로잡히다,부정,,
욕심에 사로잡힌,부정,,
욕심을,부정,,
욕심을 부려,부정,,
욕심을 품고,부정,,
욕심이,부정,,
욕심이 나서,부정,,
욕심이 드러나는,부정,,
욕심이 많고,부정,,
욕심이 많은,부정,,
욕심쟁이,부정,,
욕으로,부정,,
욕으로 이르는,부정,,
욕으로 하는,부정,,
욕을,부정,,
욕을 당하게,부정,,
욕을 보이다,부정,,
욕을 보임,부정,,
욕을 하다,부정,,
욕을 하며,부정,,
욕을 함,부정,,
욕지기가 나서,부정,,
욕하거나,부정,,
욕하다,부정,,
욕하며,부정,,
욕하여,부정,,
욕하여 이르는,부정,,
욕함,부정,,
용감,긍정,,
용감하게,긍정,,
용감하고,긍정,,
용감하고 씩씩하게,긍정,,
용감하다,긍정,,
용감한,긍정,,
용감함,긍정,,
용감히,긍정,,
용기,긍정,,
용기가,긍정,,
용기가 뛰어나고,긍정,,
용기를,긍정,,
용기를 가진,긍정,,
용기를 주다,긍정,,
용기와,긍정,,
용기와 기상이,긍정,,
용납하지 못하게,부정,,
용납할 수 없는,부정,,
용납함,긍정,,
용도대로 쓰이지 못하고,부정,,
용렬하게,긍정,,
용렬하게 굴다,긍정,,
용서되다,긍정,,
용서하다,긍정,,
용서함,긍정,,
용이하다,긍정,,
용이한,긍정,,
용이함,긍정,,
용자,긍정,,
용하다,긍정,,
용한,긍정,,
우격다짐으로,부정,,
우그러져,부정,,
우그러지게,부정,,
우그러지게 하다,부정,,
우그러지고,부정,,
우그러지고 쭈그러들게,부정,,
우그러지고 쭈그러듦,부정,,
우기거나,부정,,
우기는,부정,,
우기는 모양,부정,,
우기다,부정,,
우는,부정,,
우는 모양,부정,,
우는 소리,부정,,
우는 소리가,부정,,
우대를 받다,긍정,,
우락부락하고 거칠거나,부정,,
우러러,긍정,,
우러러 받들고,긍정,,
우렁우렁,긍정,,
우렁우렁 힘차다,긍정,,
우렁차고,긍정,,
우렁차다,긍정,,
우려스럽다,부정,,
우려하다,부정,,
우물거리며,부정,,
우물거림,부정,,
우물우물하며,부정,,
우물우물하며 넘기려고,부정,,
우물쭈물하는,부정,,
우물쭈물하는 모양,부정,,
우물쭈물하다,부정,,
우수,긍정,,
우수하다,긍정,,
우수한,긍정,,
우스꽝스럽다,부정,,
우스꽝스레,부정,,
우스운,부정,,
우스운 데가,부정,,
우스운 말이나,중립,,
우습게,부정,,
우습고,부정,,
우습고 싱거운,부정,,
우습다,부정,,
우아하게,긍정,,
우아하고,긍정,,
우아하다,긍정,,
우아한,긍정,,
우아함,긍정,,
우악스러운,부정,,
우악스러운 데가,부정,,
우악스러운 모양,부정,,
우악스러움,부정,,
우악스럽게,부정,,
우악스럽게 내놓는,부정,,
우악스럽게 하는,부정,,
우악스럽게 하다,부정,,
우악스럽다,부정,,
우울,부정,,
우울증,부정,,
우울증의,부정,,
우울증의 하나,부정,,
우울하게,부정,,
우울하다,부정,,
우울하여,부정,,
우울하여지기,부정,,
우울하여지기 쉽고,부정,,
우울한,부정,,
우월성,긍정,,
우월하다,긍정,,
우유부단하다,부정,,
우중충하다,부정,,
우중충히,부정,,
우직스럽게,부정,,
우직스럽게 계속,부정,,
우직하고,부정,,
우쭐,긍정,,
우쭐거리는,긍정,,
우쭐거리는 모양,긍정,,
우쭐거리다,긍정,,
우쭐거리다 또는,긍정,,
우쭐대다,긍정,,
우쭐우쭐하여지는 기운,긍정,,
우쭐하는,긍정,,
우쭐하는 모양,긍정,,
우쭐하다,긍정,,
우쭐하다 또는,긍정,,
우쭐해하다,긍정,,
우쭐해하다 또는,긍정,,
우치,부정,,
우호적,긍정,,
운,긍정,,
운동 장애가,부정,,
운명이 박복함,부정,,
운수가 나빠서,부정,,
운이 사납거나,부정,,
운이 좋게,긍정,,
운이 좋은,긍정,,
운치가 없다,부정,,
운치가 없음,부정,,
울거나,부정,,
울거나 흐느낄,부정,,
울걱,부정,,
울걱거리다,부정,,
울걱대다,부정,,
울걱울걱,부정,,
울걱하다,부정,,
울고,부정,,
울고 다니는,부정,,
울고 싶다,부정,,
울꺽대다,부정,,
울다,부정,,
울렁거리는,부정,,
울렁거리는 모양,부정,,
울렁거리다,부정,,
울렁대다,부정,,
울려고,부정,,
울려고 할,부정,,
울리는 힘이,중립,,
울보,부정,,
울부짖음 또는,부정,,
울분,부정,,
울분하다,부정,,
울상이,부정,,
울상이 되어,부정,,
울음,부정,,
울음소리,부정,,
울음이,부정,,
울음이 터져,부정,,
울컥대다,부정,,
울컥하다,부정,,
울화,부정,,
울화로,부정,,
움직이지 못하는,부정,,
움직일 수 없는,부정,,
움질대다,부정,,
움츠러드는,부정,,
움츠러드는 데가,부정,,
움츠러드는 모양,부정,,
움츠러들거나,부정,,
움츠러들거나 소름이,부정,,
움츠리는,부정,,
움츠리는 모양,부정,,
움츠리다,부정,,
움츠린다는,부정,,
움츠린다는 뜻으로,부정,,
움츠림을,부정,,
움츠림을 비유적으로,부정,,
웃기는,긍정,,
웃기는 우스운,중립,,
웃기려고,중립,,
웃기려고 일부러,중립,,
웃는,긍정,,
웃는 모양,긍정,,
웃는 소리,긍정,,
웃다,긍정,,
웃다성글대다,긍정,,
웃어른을 존경하는,긍정,,
웃으며,긍정,,
웃으면서,긍정,,
웃으면서 재미있게,긍정,,
웃을,긍정,,
웃을 만하다,긍정,,
웃음거리로 만들다,부정,,
웃음바다,긍정,,
웅장하고,긍정,,
웅장하고 시원스럽게,긍정,,
웅장한,긍정,,
웅장한 맛이,긍정,,
원고를 겸손하게,긍정,,
원기 왕성하게,긍정,,
원기 왕성한,긍정,,
원대하다,부정,,
원동력,긍정,,
원만하거나,긍정,,
원만하거나 선하다,긍정,,
원만하게,긍정,,
원만하고,긍정,,
원만하고 즐겁게,긍정,,
원만하다,긍정,,
원만하지 않고,부정,,
원만한,긍정,,
원만한 모양,긍정,,
원망,긍정,,
원망과,부정,,
원망스럽게,부정,,
원망스럽게 생각하다,부정,,
원망스럽게 종알종알,부정,,
원망스럽게 중얼중얼,부정,,
원망스럽고,부정,,
원망스럽다,부정,,
원망이나,부정,,
원망하는,부정,,
원망하는 것,부정,,
원망하다,부정,,
원망하듯,부정,,
원인 불명의,부정,,
원치 않은,부정,,
원통,긍정,,
원통하거나,부정,,
원통하게,부정,,
원통하고,부정,,
원통하고 슬프게,부정,,
원통하고 슬프다,부정,,
원통하고 슬픔이,부정,,
원통하고 슬핌이,부정,,
원통하다,긍정,,
원통하여,부정,,
원통하여 원망스럽게,부정,,
원통한,부정,,
원통한 마음을,부정,,
원통한 일에,부정,,
원통한 일을,부정,,
원하는 것을 가지지 못하여,부정,,
원하는 대로,긍정,,
원하다,중립,,
원하지 않는,부정,,
원한,부정,,
원한을 사다,부정,,
원한을 품고,부정,,
원한이,부정,,
원한이 맺혀서,부정,,
원한이나,부정,,
원활하여,긍정,,
원활하지 않게,부정,,
월등히,긍정,,
월등히 훌륭하거나,긍정,,
웬만하여,긍정,,
웰빙,긍정,,
위급한,부정,,
위급한 증상,부정,,
위기,부정,,
위기적,부정,,
위기적 의식,부정,,
위꼴사,긍정,,
위대하다,긍정,,
위대한,긍정,,
위대한 것,긍정,,
위대한 사람,긍정,,
위반되어,부정,,
위반한,부정,,
위반한 자를,부정,,
위배하다,부정,,
위법,부정,,
위법 행위,부정,,
위엄 있고,긍정,,
위엄 있는,긍정,,
위엄을,긍정,,
위엄을 보이거나,긍정,,
위엄이 있고,긍정,,
위엄이 있다,긍정,,
위엄있는,긍정,,
위장염의,부정,,
위조,부정,,
위조하거나,부정,,
위조하다,부정,,
위조함으로써,부정,,
위축,부정,,
위축감,부정,,
위축되다,부정,,
위태로운,부정,,
위태로운 모양,부정,,
위태로움,부정,,
위태로움을,부정,,
위태로움을 느껴,부정,,
위태롭거나,부정,,
위태롭거나 치사하고,부정,,
위태롭게,부정,,
위태롭게 매달려,부정,,
위태롭다,부정,,
위태하여,부정,,
위트,긍정,,
위하는,긍정,,
위하는 마음을,긍정,,
위하는 마음이,긍정,,
위한 의기가,긍정,,
위험이,부정,,
위험이 생기거나,부정,,
위험하다,부정,,
위험한,부정,,
위험한 일을,부정,,
위협에,부정,,
위협을,부정,,
위협적이거나,부정,,
위협적이거나 압도하는,부정,,
위협하거나,부정,,
위협하기,부정,,
위협하는,부정,,
위협하는 말,부정,,
